retn_code,foodgrp_code,food_type,food_desc,cook_method_1,cook_method_2,cook_method_addon,cook_time,nutrient_num,nutrient_desc,retn_factor
1555,10,PORK,CURED SLICES,SIMMERED,,WO/DRIPPINGS,,392,"Vitamin A, RE",75
1555,10,PORK,CURED SLICES,SIMMERED,,WO/DRIPPINGS,,221,"Alcohol, ethyl",100
1555,10,PORK,CURED SLICES,SIMMERED,,WO/DRIPPINGS,,321,"Carotene, beta",75
1555,10,PORK,CURED SLICES,SIMMERED,,WO/DRIPPINGS,,322,"Carotene, alpha",75
1555,10,PORK,CURED SLICES,SIMMERED,,WO/DRIPPINGS,,334,"Cryptoxanthin, beta",75
1555,10,PORK,CURED SLICES,SIMMERED,,WO/DRIPPINGS,,337,Lycopene,75
1555,10,PORK,CURED SLICES,SIMMERED,,WO/DRIPPINGS,,338,Lutein + zeaxanthin,75
1251,10,PORK,FRESH,BROILED,,,,301,Calcium,75
1251,10,PORK,FRESH,BROILED,,,,303,Iron,80
1251,10,PORK,FRESH,BROILED,,,,304,Magnesium,95
1251,10,PORK,FRESH,BROILED,,,,305,Phosphorus,90
1251,10,PORK,FRESH,BROILED,,,,306,Potassium,85
1251,10,PORK,FRESH,BROILED,,,,307,Sodium,90
1251,10,PORK,FRESH,BROILED,,,,309,Zinc,100
1251,10,PORK,FRESH,BROILED,,,,312,Copper,95
1251,10,PORK,FRESH,BROILED,,,,401,"Vitamin C, total ascorbic acid",80
1251,10,PORK,FRESH,BROILED,,,,404,Thiamin,70
1251,10,PORK,FRESH,BROILED,,,,405,Riboflavin,100
1251,10,PORK,FRESH,BROILED,,,,406,Niacin,80
1251,10,PORK,FRESH,BROILED,,,,415,Vitamin B-6,65
1251,10,PORK,FRESH,BROILED,,,,417,"Folate, total",85
1251,10,PORK,FRESH,BROILED,,,,431,Folic acid,85
1251,10,PORK,FRESH,BROILED,,,,432,"Folate, food",85
1251,10,PORK,FRESH,BROILED,,,,421,"Choline, total",100
1251,10,PORK,FRESH,BROILED,,,,418,Vitamin B-12,90
1251,10,PORK,FRESH,BROILED,,,,318,"Vitamin A, IU",75
1251,10,PORK,FRESH,BROILED,,,,392,"Vitamin A, RE",75
1251,10,PORK,FRESH,BROILED,,,,221,"Alcohol, ethyl",100
1251,10,PORK,FRESH,BROILED,,,,321,"Carotene, beta",75
1251,10,PORK,FRESH,BROILED,,,,322,"Carotene, alpha",75
1251,10,PORK,FRESH,BROILED,,,,334,"Cryptoxanthin, beta",75
1251,10,PORK,FRESH,BROILED,,,,337,Lycopene,75
1251,10,PORK,FRESH,BROILED,,,,338,Lutein + zeaxanthin,75
1253,10,PORK,FRESH,FRIED,,W/COATING,,301,Calcium,75
1253,10,PORK,FRESH,FRIED,,W/COATING,,303,Iron,80
1253,10,PORK,FRESH,FRIED,,W/COATING,,304,Magnesium,95
1253,10,PORK,FRESH,FRIED,,W/COATING,,305,Phosphorus,90
1253,10,PORK,FRESH,FRIED,,W/COATING,,306,Potassium,85
1253,10,PORK,FRESH,FRIED,,W/COATING,,307,Sodium,90
1253,10,PORK,FRESH,FRIED,,W/COATING,,309,Zinc,100
1253,10,PORK,FRESH,FRIED,,W/COATING,,312,Copper,95
1253,10,PORK,FRESH,FRIED,,W/COATING,,401,"Vitamin C, total ascorbic acid",80
1253,10,PORK,FRESH,FRIED,,W/COATING,,404,Thiamin,70
1253,10,PORK,FRESH,FRIED,,W/COATING,,405,Riboflavin,100
1253,10,PORK,FRESH,FRIED,,W/COATING,,406,Niacin,80
1253,10,PORK,FRESH,FRIED,,W/COATING,,415,Vitamin B-6,65
1253,10,PORK,FRESH,FRIED,,W/COATING,,417,"Folate, total",85
1253,10,PORK,FRESH,FRIED,,W/COATING,,431,Folic acid,85
1253,10,PORK,FRESH,FRIED,,W/COATING,,432,"Folate, food",85
1253,10,PORK,FRESH,FRIED,,W/COATING,,421,"Choline, total",100
1253,10,PORK,FRESH,FRIED,,W/COATING,,418,Vitamin B-12,90
1253,10,PORK,FRESH,FRIED,,W/COATING,,318,"Vitamin A, IU",75
1253,10,PORK,FRESH,FRIED,,W/COATING,,392,"Vitamin A, RE",75
1253,10,PORK,FRESH,FRIED,,W/COATING,,221,"Alcohol, ethyl",100
1253,10,PORK,FRESH,FRIED,,W/COATING,,321,"Carotene, beta",75
1253,10,PORK,FRESH,FRIED,,W/COATING,,322,"Carotene, alpha",75
1253,10,PORK,FRESH,FRIED,,W/COATING,,334,"Cryptoxanthin, beta",75
1253,10,PORK,FRESH,FRIED,,W/COATING,,337,Lycopene,75
1253,10,PORK,FRESH,FRIED,,W/COATING,,338,Lutein + zeaxanthin,75
1252,10,PORK,FRESH,FRIED,,WO/COATING,,301,Calcium,75
1252,10,PORK,FRESH,FRIED,,WO/COATING,,303,Iron,80
1252,10,PORK,FRESH,FRIED,,WO/COATING,,304,Magnesium,95
1252,10,PORK,FRESH,FRIED,,WO/COATING,,305,Phosphorus,90
1252,10,PORK,FRESH,FRIED,,WO/COATING,,306,Potassium,85
1252,10,PORK,FRESH,FRIED,,WO/COATING,,307,Sodium,90
1252,10,PORK,FRESH,FRIED,,WO/COATING,,309,Zinc,100
1252,10,PORK,FRESH,FRIED,,WO/COATING,,312,Copper,95
1252,10,PORK,FRESH,FRIED,,WO/COATING,,401,"Vitamin C, total ascorbic acid",80
1252,10,PORK,FRESH,FRIED,,WO/COATING,,404,Thiamin,70
1252,10,PORK,FRESH,FRIED,,WO/COATING,,405,Riboflavin,100
1252,10,PORK,FRESH,FRIED,,WO/COATING,,406,Niacin,80
1252,10,PORK,FRESH,FRIED,,WO/COATING,,415,Vitamin B-6,65
1252,10,PORK,FRESH,FRIED,,WO/COATING,,417,"Folate, total",85
1252,10,PORK,FRESH,FRIED,,WO/COATING,,431,Folic acid,85
1252,10,PORK,FRESH,FRIED,,WO/COATING,,432,"Folate, food",85
1252,10,PORK,FRESH,FRIED,,WO/COATING,,421,"Choline, total",100
1252,10,PORK,FRESH,FRIED,,WO/COATING,,418,Vitamin B-12,90
1252,10,PORK,FRESH,FRIED,,WO/COATING,,318,"Vitamin A, IU",75
1252,10,PORK,FRESH,FRIED,,WO/COATING,,392,"Vitamin A, RE",75
1252,10,PORK,FRESH,FRIED,,WO/COATING,,221,"Alcohol, ethyl",100
1252,10,PORK,FRESH,FRIED,,WO/COATING,,321,"Carotene, beta",75
1252,10,PORK,FRESH,FRIED,,WO/COATING,,322,"Carotene, alpha",75
1252,10,PORK,FRESH,FRIED,,WO/COATING,,334,"Cryptoxanthin, beta",75
1252,10,PORK,FRESH,FRIED,,WO/COATING,,337,Lycopene,75
1252,10,PORK,FRESH,FRIED,,WO/COATING,,338,Lutein + zeaxanthin,75
1407,10,PORK,FRESH,REHEATED,,,,301,Calcium,100
1407,10,PORK,FRESH,REHEATED,,,,303,Iron,100
1407,10,PORK,FRESH,REHEATED,,,,304,Magnesium,100
1407,10,PORK,FRESH,REHEATED,,,,305,Phosphorus,100
1407,10,PORK,FRESH,REHEATED,,,,306,Potassium,100
1407,10,PORK,FRESH,REHEATED,,,,307,Sodium,100
1407,10,PORK,FRESH,REHEATED,,,,309,Zinc,100
1407,10,PORK,FRESH,REHEATED,,,,312,Copper,100
1407,10,PORK,FRESH,REHEATED,,,,401,"Vitamin C, total ascorbic acid",95
1407,10,PORK,FRESH,REHEATED,,,,404,Thiamin,95
1407,10,PORK,FRESH,REHEATED,,,,405,Riboflavin,100
1407,10,PORK,FRESH,REHEATED,,,,406,Niacin,100
1407,10,PORK,FRESH,REHEATED,,,,415,Vitamin B-6,95
1407,10,PORK,FRESH,REHEATED,,,,417,"Folate, total",95
1407,10,PORK,FRESH,REHEATED,,,,431,Folic acid,95
1407,10,PORK,FRESH,REHEATED,,,,432,"Folate, food",95
1407,10,PORK,FRESH,REHEATED,,,,421,"Choline, total",100
1407,10,PORK,FRESH,REHEATED,,,,418,Vitamin B-12,95
1407,10,PORK,FRESH,REHEATED,,,,318,"Vitamin A, IU",100
1407,10,PORK,FRESH,REHEATED,,,,392,"Vitamin A, RE",100
1407,10,PORK,FRESH,REHEATED,,,,221,"Alcohol, ethyl",100
1407,10,PORK,FRESH,REHEATED,,,,321,"Carotene, beta",100
1407,10,PORK,FRESH,REHEATED,,,,322,"Carotene, alpha",100
1407,10,PORK,FRESH,REHEATED,,,,334,"Cryptoxanthin, beta",100
1407,10,PORK,FRESH,REHEATED,,,,337,Lycopene,100
1407,10,PORK,FRESH,REHEATED,,,,338,Lutein + zeaxanthin,100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,301,Calcium,100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,303,Iron,100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,304,Magnesium,100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,305,Phosphorus,100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,306,Potassium,100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,307,Sodium,100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,309,Zinc,100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,312,Copper,100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,401,"Vitamin C, total ascorbic acid",80
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,404,Thiamin,55
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,405,Riboflavin,90
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,406,Niacin,95
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,415,Vitamin B-6,65
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,417,"Folate, total",70
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,431,Folic acid,70
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,432,"Folate, food",70
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,421,"Choline, total",100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,418,Vitamin B-12,75
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,318,"Vitamin A, IU",80
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,392,"Vitamin A, RE",80
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,221,"Alcohol, ethyl",100
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,321,"Carotene, beta",80
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,322,"Carotene, alpha",80
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,334,"Cryptoxanthin, beta",80
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,337,Lycopene,80
1302,10,PORK,FRESH,ROASTED,SIMMERED,W/DRIPPNGS,,338,Lutein + zeaxanthin,80
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,301,Calcium,80
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,303,Iron,100
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,304,Magnesium,65
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,305,Phosphorus,65
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,306,Potassium,75
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,307,Sodium,70
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,309,Zinc,100
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,312,Copper,100
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,401,"Vitamin C, total ascorbic acid",75
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,404,Thiamin,40
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,405,Riboflavin,75
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,406,Niacin,80
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,415,Vitamin B-6,50
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,417,"Folate, total",65
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,431,Folic acid,65
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,432,"Folate, food",65
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,421,"Choline, total",100
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,418,Vitamin B-12,60
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,318,"Vitamin A, IU",75
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,392,"Vitamin A, RE",75
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,221,"Alcohol, ethyl",100
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,321,"Carotene, beta",75
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,322,"Carotene, alpha",75
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,334,"Cryptoxanthin, beta",75
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,337,Lycopene,75
1301,10,PORK,FRESH,ROASTED,SIMMERED,WO/DRIPPINGS,,338,Lutein + zeaxanthin,75
1254,10,PORK,FRESH,ROASTED,,,,301,Calcium,95
1254,10,PORK,FRESH,ROASTED,,,,303,Iron,100
1254,10,PORK,FRESH,ROASTED,,,,304,Magnesium,75
1254,10,PORK,FRESH,ROASTED,,,,305,Phosphorus,85
1254,10,PORK,FRESH,ROASTED,,,,306,Potassium,80
1254,10,PORK,FRESH,ROASTED,,,,307,Sodium,80
1254,10,PORK,FRESH,ROASTED,,,,309,Zinc,100
1254,10,PORK,FRESH,ROASTED,,,,312,Copper,100
1254,10,PORK,FRESH,ROASTED,,,,401,"Vitamin C, total ascorbic acid",80
1254,10,PORK,FRESH,ROASTED,,,,404,Thiamin,60
1254,10,PORK,FRESH,ROASTED,,,,405,Riboflavin,95
1254,10,PORK,FRESH,ROASTED,,,,406,Niacin,85
1254,10,PORK,FRESH,ROASTED,,,,415,Vitamin B-6,85
1254,10,PORK,FRESH,ROASTED,,,,417,"Folate, total",95
1254,10,PORK,FRESH,ROASTED,,,,431,Folic acid,95
1254,10,PORK,FRESH,ROASTED,,,,432,"Folate, food",95
1254,10,PORK,FRESH,ROASTED,,,,421,"Choline, total",100
1254,10,PORK,FRESH,ROASTED,,,,418,Vitamin B-12,80
1254,10,PORK,FRESH,ROASTED,,,,318,"Vitamin A, IU",75
1254,10,PORK,FRESH,ROASTED,,,,392,"Vitamin A, RE",75
1254,10,PORK,FRESH,ROASTED,,,,221,"Alcohol, ethyl",100
1254,10,PORK,FRESH,ROASTED,,,,321,"Carotene, beta",75
1254,10,PORK,FRESH,ROASTED,,,,322,"Carotene, alpha",75
1254,10,PORK,FRESH,ROASTED,,,,334,"Cryptoxanthin, beta",75
1254,10,PORK,FRESH,ROASTED,,,,337,Lycopene,75
1254,10,PORK,FRESH,ROASTED,,,,338,Lutein + zeaxanthin,75
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,301,Calcium,100
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,303,Iron,100
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,304,Magnesium,100
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,305,Phosphorus,100
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,306,Potassium,100
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,307,Sodium,100
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,309,Zinc,100
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,312,Copper,100
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,401,"Vitamin C, total ascorbic acid",80
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,404,Thiamin,55
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,405,Riboflavin,90
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,406,Niacin,95
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,415,Vitamin B-6,65
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,417,"Folate, total",70
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,431,Folic acid,70
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,432,"Folate, food",70
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,421,"Choline, total",100
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,418,Vitamin B-12,75
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,318,"Vitamin A, IU",80
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,392,"Vitamin A, RE",80
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,221,"Alcohol, ethyl",100
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,321,"Carotene, beta",80
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,322,"Carotene, alpha",80
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,334,"Cryptoxanthin, beta",80
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,337,Lycopene,80
1352,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,W/DRIPPINGS,,338,Lutein + zeaxanthin,80
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,301,Calcium,80
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,303,Iron,100
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,304,Magnesium,65
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,305,Phosphorus,65
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,306,Potassium,75
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,307,Sodium,70
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,309,Zinc,100
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,312,Copper,100
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,401,"Vitamin C, total ascorbic acid",75
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,404,Thiamin,40
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,405,Riboflavin,75
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,406,Niacin,80
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,415,Vitamin B-6,50
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,417,"Folate, total",65
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,431,Folic acid,65
1351,10,PORK,FRESH CHOPS,BROWNED,SIMMERED,WO/DRIPPINGS,,432,"Folate, food",65
