retn_code,foodgrp_code,food_type,food_desc,cook_method_1,cook_method_2,cook_method_addon,cook_time,nutrient_num,nutrient_desc,retn_factor
0001,01,CHEESE,,BAKED,,,,301,Calcium,100
0001,01,CHEESE,,BAKED,,,,303,Iron,100
0001,01,CHEESE,,BAKED,,,,304,Magnesium,100
0001,01,CHEESE,,BAKED,,,,305,Phosphorus,100
0001,01,CHEESE,,BAKED,,,,306,Potassium,100
0001,01,CHEESE,,BAKED,,,,307,Sodium,100
0001,01,CHEESE,,BAKED,,,,309,Zinc,100
0001,01,CHEESE,,BAKED,,,,312,Copper,100
0001,01,CHEESE,,BAKED,,,,401,"Vitamin C, total ascorbic acid",65
0001,01,CHEESE,,BAKED,,,,404,Thiamin,75
0001,01,CHEESE,,BAKED,,,,405,Riboflavin,100
0001,01,CHEESE,,BAKED,,,,406,Niacin,100
0001,01,CHEESE,,BAKED,,,,415,Vitamin B-6,75
0001,01,CHEESE,,BAKED,,,,417,"Folate, total",80
0001,01,CHEESE,,BAKED,,,,431,Folic acid,80
0001,01,CHEESE,,BAKED,,,,432,"Folate, food",80
0001,01,CHEESE,,BAKED,,,,421,"Choline, total",75
0001,01,CHEESE,,BAKED,,,,418,Vitamin B-12,55
0001,01,CHEESE,,BAKED,,,,318,"Vitamin A, IU",100
0001,01,CHEESE,,BAKED,,,,392,"Vitamin A, RE",100
0001,01,CHEESE,,BAKED,,,,221,"Alcohol, ethyl",100
0001,01,CHEESE,,BAKED,,,,321,"Carotene, beta",100
0001,01,CHEESE,,BAKED,,,,322,"Carotene, alpha",100
0001,01,CHEESE,,BAKED,,,,334,"Cryptoxanthin, beta",100
0001,01,CHEESE,,BAKED,,,,337,Lycopene,100
0001,01,CHEESE,,BAKED,,,,338,Lutein + zeaxanthin,100
0003,01,CHEESE,,BROILED,,,,301,Calcium,100
0003,01,CHEESE,,BROILED,,,,303,Iron,100
0003,01,CHEESE,,BROILED,,,,304,Magnesium,100
0003,01,CHEESE,,BROILED,,,,305,Phosphorus,100
0003,01,CHEESE,,BROILED,,,,306,Potassium,100
0003,01,CHEESE,,BROILED,,,,307,Sodium,100
0003,01,CHEESE,,BROILED,,,,309,Zinc,100
0003,01,CHEESE,,BROILED,,,,312,Copper,100
0003,01,CHEESE,,BROILED,,,,401,"Vitamin C, total ascorbic acid",65
0003,01,CHEESE,,BROILED,,,,404,Thiamin,75
0003,01,CHEESE,,BROILED,,,,405,Riboflavin,100
0003,01,CHEESE,,BROILED,,,,406,Niacin,100
0003,01,CHEESE,,BROILED,,,,415,Vitamin B-6,75
0003,01,CHEESE,,BROILED,,,,417,"Folate, total",80
0003,01,CHEESE,,BROILED,,,,431,Folic acid,80
0003,01,CHEESE,,BROILED,,,,432,"Folate, food",80
0003,01,CHEESE,,BROILED,,,,421,"Choline, total",75
0003,01,CHEESE,,BROILED,,,,418,Vitamin B-12,55
0003,01,CHEESE,,BROILED,,,,318,"Vitamin A, IU",100
0003,01,CHEESE,,BROILED,,,,392,"Vitamin A, RE",100
0003,01,CHEESE,,BROILED,,,,221,"Alcohol, ethyl",100
0003,01,CHEESE,,BROILED,,,,321,"Carotene, beta",100
0003,01,CHEESE,,BROILED,,,,322,"Carotene, alpha",100
0003,01,CHEESE,,BROILED,,,,334,"Cryptoxanthin, beta",100
0003,01,CHEESE,,BROILED,,,,337,Lycopene,100
0003,01,CHEESE,,BROILED,,,,338,Lutein + zeaxanthin,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,301,Calcium,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,303,Iron,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,304,Magnesium,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,305,Phosphorus,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,306,Potassium,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,307,Sodium,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,309,Zinc,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,312,Copper,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,401,"Vitamin C, total ascorbic acid",65
0005,01,CHEESE,,COOKED,,W/LIQUID,,404,Thiamin,75
0005,01,CHEESE,,COOKED,,W/LIQUID,,405,Riboflavin,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,406,Niacin,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,415,Vitamin B-6,75
0005,01,CHEESE,,COOKED,,W/LIQUID,,417,"Folate, total",80
0005,01,CHEESE,,COOKED,,W/LIQUID,,431,Folic acid,80
0005,01,CHEESE,,COOKED,,W/LIQUID,,432,"Folate, food",80
0005,01,CHEESE,,COOKED,,W/LIQUID,,421,"Choline, total",75
0005,01,CHEESE,,COOKED,,W/LIQUID,,418,Vitamin B-12,55
0005,01,CHEESE,,COOKED,,W/LIQUID,,318,"Vitamin A, IU",100
0005,01,CHEESE,,COOKED,,W/LIQUID,,392,"Vitamin A, RE",100
0005,01,CHEESE,,COOKED,,W/LIQUID,,221,"Alcohol, ethyl",100
0005,01,CHEESE,,COOKED,,W/LIQUID,,321,"Carotene, beta",100
0005,01,CHEESE,,COOKED,,W/LIQUID,,322,"Carotene, alpha",100
0005,01,CHEESE,,COOKED,,W/LIQUID,,334,"Cryptoxanthin, beta",100
0005,01,CHEESE,,COOKED,,W/LIQUID,,337,Lycopene,100
0005,01,CHEESE,,COOKED,,W/LIQUID,,338,Lutein + zeaxanthin,100
0007,01,CHEESE,,REHEATED,,,,301,Calcium,100
0007,01,CHEESE,,REHEATED,,,,303,Iron,100
0007,01,CHEESE,,REHEATED,,,,304,Magnesium,100
0007,01,CHEESE,,REHEATED,,,,305,Phosphorus,100
0007,01,CHEESE,,REHEATED,,,,306,Potassium,100
0007,01,CHEESE,,REHEATED,,,,307,Sodium,100
0007,01,CHEESE,,REHEATED,,,,309,Zinc,100
0007,01,CHEESE,,REHEATED,,,,312,Copper,100
0007,01,CHEESE,,REHEATED,,,,401,"Vitamin C, total ascorbic acid",95
0007,01,CHEESE,,REHEATED,,,,404,Thiamin,95
0007,01,CHEESE,,REHEATED,,,,405,Riboflavin,100
0007,01,CHEESE,,REHEATED,,,,406,Niacin,100
0007,01,CHEESE,,REHEATED,,,,415,Vitamin B-6,95
0007,01,CHEESE,,REHEATED,,,,417,"Folate, total",95
0007,01,CHEESE,,REHEATED,,,,431,Folic acid,95
0007,01,CHEESE,,REHEATED,,,,432,"Folate, food",95
0007,01,CHEESE,,REHEATED,,,,421,"Choline, total",95
0007,01,CHEESE,,REHEATED,,,,418,Vitamin B-12,95
0007,01,CHEESE,,REHEATED,,,,318,"Vitamin A, IU",100
0007,01,CHEESE,,REHEATED,,,,392,"Vitamin A, RE",100
0007,01,CHEESE,,REHEATED,,,,221,"Alcohol, ethyl",100
0007,01,CHEESE,,REHEATED,,,,321,"Carotene, beta",100
0007,01,CHEESE,,REHEATED,,,,322,"Carotene, alpha",100
0007,01,CHEESE,,REHEATED,,,,334,"Cryptoxanthin, beta",100
0007,01,CHEESE,,REHEATED,,,,337,Lycopene,100
0007,01,CHEESE,,REHEATED,,,,338,Lutein + zeaxanthin,100
0101,01,EGGS,,BAKED,,,,301,Calcium,100
0101,01,EGGS,,BAKED,,,,303,Iron,100
0101,01,EGGS,,BAKED,,,,304,Magnesium,100
0101,01,EGGS,,BAKED,,,,305,Phosphorus,100
0101,01,EGGS,,BAKED,,,,306,Potassium,100
0101,01,EGGS,,BAKED,,,,307,Sodium,100
0101,01,EGGS,,BAKED,,,,309,Zinc,100
0101,01,EGGS,,BAKED,,,,312,Copper,100
0101,01,EGGS,,BAKED,,,,401,"Vitamin C, total ascorbic acid",80
0101,01,EGGS,,BAKED,,,,404,Thiamin,80
0101,01,EGGS,,BAKED,,,,405,Riboflavin,95
0101,01,EGGS,,BAKED,,,,406,Niacin,90
0101,01,EGGS,,BAKED,,,,415,Vitamin B-6,95
0101,01,EGGS,,BAKED,,,,417,"Folate, total",75
0101,01,EGGS,,BAKED,,,,431,Folic acid,75
0101,01,EGGS,,BAKED,,,,432,"Folate, food",75
0101,01,EGGS,,BAKED,,,,421,"Choline, total",80
0101,01,EGGS,,BAKED,,,,418,Vitamin B-12,80
0101,01,EGGS,,BAKED,,,,318,"Vitamin A, IU",100
0101,01,EGGS,,BAKED,,,,392,"Vitamin A, RE",100
0101,01,EGGS,,BAKED,,,,221,"Alcohol, ethyl",100
0101,01,EGGS,,BAKED,,,,321,"Carotene, beta",100
0101,01,EGGS,,BAKED,,,,322,"Carotene, alpha",100
0101,01,EGGS,,BAKED,,,,334,"Cryptoxanthin, beta",100
0101,01,EGGS,,BAKED,,,,337,Lycopene,100
0101,01,EGGS,,BAKED,,,,338,Lutein + zeaxanthin,100
0103,01,EGGS,,FRIED,SCRAMBLED,,,301,Calcium,100
